_:bdnode0,http://dilab77.ionio.gr/swp/gerodimos/vocab#йахгцгтгс,http://dilab77.ionio.gr/swp/gerodimos/resource/лукымас
_:bdnode0,http://dilab77.ionio.gr/swp/gerodimos/vocab#лахгла,http://dilab77.ionio.gr/swp/gerodimos/resource/енояунг
_:bdnode0,http://dilab77.ionio.gr/swp/gerodimos/vocab#аихоуса,http://dilab77.ionio.gr/swp/gerodimos/resource/цакгмос
_:bdnode0,http://dilab77.ionio.gr/swp/gerodimos/vocab#глеяа,деутеяа
_:bdnode0,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20емаянгс,18:00
_:bdnode0,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20кгнгс,21:00
_:bdnode0,http://dilab77.ionio.gr/swp/gerodimos/vocab#еналгмо,б
_:bdnode1,http://dilab77.ionio.gr/swp/gerodimos/vocab#йахгцгтгс,http://dilab77.ionio.gr/swp/gerodimos/resource/стежамидайгс
_:bdnode1,http://dilab77.ionio.gr/swp/gerodimos/vocab#лахгла,http://dilab77.ionio.gr/swp/gerodimos/resource/сгласиокоцийос
_:bdnode1,http://dilab77.ionio.gr/swp/gerodimos/vocab#аихоуса,http://dilab77.ionio.gr/swp/gerodimos/resource/цакгмос
_:bdnode1,http://dilab77.ionio.gr/swp/gerodimos/vocab#глеяа,тяитг
_:bdnode1,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20емаянгс,15:00
_:bdnode1,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20кгнгс,18:00
_:bdnode1,http://dilab77.ionio.gr/swp/gerodimos/vocab#еналгмо,б
_:bdnode2,http://dilab77.ionio.gr/swp/gerodimos/vocab#йахгцгтгс,http://dilab77.ionio.gr/swp/gerodimos/resource/бкалос
_:bdnode2,http://dilab77.ionio.gr/swp/gerodimos/vocab#лахгла,http://dilab77.ionio.gr/swp/gerodimos/resource/биопкгяожояийг
_:bdnode2,http://dilab77.ionio.gr/swp/gerodimos/vocab#аихоуса,http://dilab77.ionio.gr/swp/gerodimos/resource/цакгмос
_:bdnode2,http://dilab77.ionio.gr/swp/gerodimos/vocab#глеяа,тяитг
_:bdnode2,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20емаянгс,18:00
_:bdnode2,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20кгнгс,21:00
_:bdnode2,http://dilab77.ionio.gr/swp/gerodimos/vocab#еналгмо,б
_:bdnode3,http://dilab77.ionio.gr/swp/gerodimos/vocab#йахгцгтгс,http://dilab77.ionio.gr/swp/gerodimos/resource/бкалос
_:bdnode3,http://dilab77.ionio.gr/swp/gerodimos/vocab#лахгла,http://dilab77.ionio.gr/swp/gerodimos/resource/пкгя%20стгм%20ейп
_:bdnode3,http://dilab77.ionio.gr/swp/gerodimos/vocab#аихоуса,http://dilab77.ionio.gr/swp/gerodimos/resource/цакгмос
